date,product,demand,price,is_weekend,is_promotion,day_of_week,month,quarter
2022-07-25,Product_A,141,29.99,0,0,0,7,3
2022-07-26,Product_A,100,29.99,0,0,1,7,3
2022-07-27,Product_A,96,29.99,0,0,2,7,3
2022-07-28,Product_A,58,29.99,0,0,3,7,3
2022-07-29,Product_A,80,29.99,0,0,4,7,3
2022-07-30,Product_A,123,29.99,1,1,5,7,3
2022-07-31,Product_A,134,29.99,1,0,6,7,3
2022-08-01,Product_A,142,29.99,0,0,0,8,3
2022-08-02,Product_A,110,29.99,0,0,1,8,3
2022-08-03,Product_A,65,29.99,0,0,2,8,3
2022-08-04,Product_A,65,29.99,0,0,3,8,3
2022-08-05,Product_A,82,29.99,0,0,4,8,3
2022-08-06,Product_A,151,29.99,1,0,5,8,3
2022-08-07,Product_A,157,29.99,1,0,6,8,3
2022-08-08,Product_A,133,29.99,0,0,0,8,3
2022-08-09,Product_A,118,29.99,0,0,1,8,3
2022-08-10,Product_A,84,29.99,0,0,2,8,3
2022-08-11,Product_A,84,29.99,0,0,3,8,3
2022-08-12,Product_A,73,29.99,0,0,4,8,3
2022-08-13,Product_A,121,29.99,1,0,5,8,3
2022-08-14,Product_A,161,29.99,1,0,6,8,3
2022-08-15,Product_A,132,29.99,0,0,0,8,3
2022-08-16,Product_A,121,29.99,0,0,1,8,3
2022-08-17,Product_A,91,29.99,0,0,2,8,3
2022-08-18,Product_A,67,29.99,0,0,3,8,3
2022-08-19,Product_A,72,29.99,0,0,4,8,3
2022-08-20,Product_A,145,29.99,1,0,5,8,3
2022-08-21,Product_A,148,29.99,1,0,6,8,3
2022-08-22,Product_A,132,29.99,0,0,0,8,3
2022-08-23,Product_A,110,29.99,0,0,1,8,3
2022-08-24,Product_A,77,29.99,0,0,2,8,3
2022-08-25,Product_A,79,29.99,0,0,3,8,3
2022-08-26,Product_A,89,29.99,0,0,4,8,3
2022-08-27,Product_A,101,29.99,1,0,5,8,3
2022-08-28,Product_A,157,29.99,1,0,6,8,3
2022-08-29,Product_A,199,29.99,0,0,0,8,3
2022-08-30,Product_A,113,29.99,0,0,1,8,3
2022-08-31,Product_A,91,29.99,0,0,2,8,3
2022-09-01,Product_A,72,29.99,0,0,3,9,3
2022-09-02,Product_A,91,29.99,0,0,4,9,3
2022-09-03,Product_A,113,29.99,1,0,5,9,3
2022-09-04,Product_A,142,29.99,1,0,6,9,3
2022-09-05,Product_A,180,29.99,0,0,0,9,3
2022-09-06,Product_A,101,29.99,0,0,1,9,3
2022-09-07,Product_A,69,29.99,0,0,2,9,3
2022-09-08,Product_A,66,29.99,0,0,3,9,3
2022-09-09,Product_A,91,29.99,0,0,4,9,3
2022-09-10,Product_A,91,29.99,1,0,5,9,3
2022-09-11,Product_A,141,29.99,1,0,6,9,3
2022-09-12,Product_A,162,29.99,0,0,0,9,3
2022-09-13,Product_A,100,29.99,0,0,1,9,3
2022-09-14,Product_A,85,29.99,0,0,2,9,3
2022-09-15,Product_A,68,29.99,0,0,3,9,3
2022-09-16,Product_A,74,29.99,0,1,4,9,3
2022-09-17,Product_A,112,29.99,1,0,5,9,3
2022-09-18,Product_A,115,29.99,1,0,6,9,3
2022-09-19,Product_A,138,29.99,0,0,0,9,3
2022-09-20,Product_A,97,29.99,0,0,1,9,3
2022-09-21,Product_A,100,29.99,0,0,2,9,3
2022-09-22,Product_A,102,29.99,0,0,3,9,3
2022-09-23,Product_A,87,29.99,0,0,4,9,3
2022-09-24,Product_A,113,29.99,1,0,5,9,3
2022-09-25,Product_A,190,29.99,1,0,6,9,3
2022-09-26,Product_A,134,29.99,0,0,0,9,3
2022-09-27,Product_A,115,29.99,0,0,1,9,3
2022-09-28,Product_A,118,29.99,0,1,2,9,3
2022-09-29,Product_A,66,29.99,0,1,3,9,3
2022-09-30,Product_A,78,29.99,0,0,4,9,3
2022-10-01,Product_A,106,29.99,1,0,5,10,4
2022-10-02,Product_A,135,29.99,1,0,6,10,4
2022-10-03,Product_A,113,29.99,0,0,0,10,4
2022-10-04,Product_A,91,29.99,0,0,1,10,4
2022-10-05,Product_A,102,29.99,0,0,2,10,4
2022-10-06,Product_A,69,29.99,0,0,3,10,4
2022-10-07,Product_A,86,29.99,0,1,4,10,4
2022-10-08,Product_A,122,29.99,1,0,5,10,4
2022-10-09,Product_A,125,29.99,1,0,6,10,4
2022-10-10,Product_A,128,29.99,0,0,0,10,4
2022-10-11,Product_A,150,29.99,0,0,1,10,4
2022-10-12,Product_A,88,29.99,0,0,2,10,4
2022-10-13,Product_A,60,29.99,0,0,3,10,4
2022-10-14,Product_A,78,29.99,0,0,4,10,4
2022-10-15,Product_A,129,29.99,1,0,5,10,4
2022-10-16,Product_A,124,29.99,1,1,6,10,4
2022-10-17,Product_A,116,29.99,0,0,0,10,4
2022-10-18,Product_A,114,29.99,0,0,1,10,4
2022-10-19,Product_A,79,29.99,0,0,2,10,4
2022-10-20,Product_A,61,29.99,0,0,3,10,4
2022-10-21,Product_A,87,29.99,0,0,4,10,4
2022-10-22,Product_A,145,29.99,1,0,5,10,4
2022-10-23,Product_A,151,29.99,1,1,6,10,4
2022-10-24,Product_A,155,29.99,0,0,0,10,4
2022-10-25,Product_A,113,29.99,0,1,1,10,4
2022-10-26,Product_A,87,29.99,0,0,2,10,4
2022-10-27,Product_A,89,29.99,0,0,3,10,4
2022-10-28,Product_A,84,29.99,0,0,4,10,4
2022-10-29,Product_A,131,29.99,1,1,5,10,4
2022-10-30,Product_A,144,29.99,1,0,6,10,4
2022-10-31,Product_A,137,29.99,0,0,0,10,4
2022-11-01,Product_A,170,29.99,0,0,1,11,4
2022-11-02,Product_A,150,29.99,0,0,2,11,4
2022-11-03,Product_A,127,29.99,0,0,3,11,4
2022-11-04,Product_A,131,29.99,0,1,4,11,4
2022-11-05,Product_A,162,29.99,1,0,5,11,4
2022-11-06,Product_A,207,29.99,1,0,6,11,4
2022-11-07,Product_A,182,29.99,0,0,0,11,4
2022-11-08,Product_A,216,29.99,0,0,1,11,4
2022-11-09,Product_A,177,29.99,0,0,2,11,4
2022-11-10,Product_A,121,29.99,0,0,3,11,4
2022-11-11,Product_A,128,29.99,0,0,4,11,4
2022-11-12,Product_A,169,29.99,1,0,5,11,4
2022-11-13,Product_A,200,29.99,1,1,6,11,4
2022-11-14,Product_A,192,29.99,0,1,0,11,4
2022-11-15,Product_A,168,29.99,0,0,1,11,4
2022-11-16,Product_A,152,29.99,0,0,2,11,4
2022-11-17,Product_A,121,29.99,0,0,3,11,4
2022-11-18,Product_A,146,29.99,0,0,4,11,4
2022-11-19,Product_A,171,29.99,1,0,5,11,4
2022-11-20,Product_A,214,29.99,1,0,6,11,4
2022-11-21,Product_A,172,29.99,0,0,0,11,4
2022-11-22,Product_A,208,29.99,0,1,1,11,4
2022-11-23,Product_A,143,29.99,0,0,2,11,4
2022-11-24,Product_A,130,29.99,0,0,3,11,4
2022-11-25,Product_A,143,29.99,0,0,4,11,4
2022-11-26,Product_A,175,29.99,1,0,5,11,4
2022-11-27,Product_A,203,29.99,1,0,6,11,4
2022-11-28,Product_A,192,29.99,0,0,0,11,4
2022-11-29,Product_A,165,29.99,0,0,1,11,4
2022-11-30,Product_A,182,29.99,0,0,2,11,4
2022-12-01,Product_A,144,29.99,0,0,3,12,4
2022-12-02,Product_A,130,29.99,0,0,4,12,4
2022-12-03,Product_A,181,29.99,1,0,5,12,4
2022-12-04,Product_A,244,29.99,1,0,6,12,4
2022-12-05,Product_A,183,29.99,0,0,0,12,4
2022-12-06,Product_A,169,29.99,0,0,1,12,4
2022-12-07,Product_A,200,29.99,0,0,2,12,4
2022-12-08,Product_A,151,29.99,0,0,3,12,4
2022-12-09,Product_A,178,29.99,0,0,4,12,4
2022-12-10,Product_A,199,29.99,1,1,5,12,4
2022-12-11,Product_A,205,29.99,1,0,6,12,4
2022-12-12,Product_A,203,29.99,0,0,0,12,4
2022-12-13,Product_A,182,29.99,0,0,1,12,4
2022-12-14,Product_A,168,29.99,0,0,2,12,4
2022-12-15,Product_A,142,29.99,0,0,3,12,4
2022-12-16,Product_A,144,29.99,0,0,4,12,4
2022-12-17,Product_A,181,29.99,1,0,5,12,4
2022-12-18,Product_A,208,29.99,1,0,6,12,4
2022-12-19,Product_A,251,29.99,0,0,0,12,4
2022-12-20,Product_A,190,29.99,0,0,1,12,4
2022-12-21,Product_A,138,29.99,0,0,2,12,4
2022-12-22,Product_A,143,29.99,0,0,3,12,4
2022-12-23,Product_A,144,29.99,0,0,4,12,4
2022-12-24,Product_A,201,29.99,1,0,5,12,4
2022-12-25,Product_A,205,29.99,1,0,6,12,4
2022-12-26,Product_A,256,29.99,0,0,0,12,4
2022-12-27,Product_A,249,29.99,0,0,1,12,4
2022-12-28,Product_A,138,29.99,0,0,2,12,4
2022-12-29,Product_A,132,29.99,0,1,3,12,4
2022-12-30,Product_A,192,29.99,0,0,4,12,4
2022-12-31,Product_A,203,29.99,1,0,5,12,4
2023-01-01,Product_A,161,29.99,1,0,6,1,1
2023-01-02,Product_A,133,29.99,0,0,0,1,1
2023-01-03,Product_A,109,29.99,0,0,1,1,1
2023-01-04,Product_A,108,29.99,0,0,2,1,1
2023-01-05,Product_A,84,29.99,0,0,3,1,1
2023-01-06,Product_A,102,29.99,0,0,4,1,1
2023-01-07,Product_A,139,29.99,1,0,5,1,1
2023-01-08,Product_A,163,29.99,1,0,6,1,1
2023-01-09,Product_A,152,29.99,0,1,0,1,1
2023-01-10,Product_A,121,29.99,0,0,1,1,1
2023-01-11,Product_A,122,29.99,0,0,2,1,1
2023-01-12,Product_A,95,29.99,0,0,3,1,1
2023-01-13,Product_A,103,29.99,0,0,4,1,1
2023-01-14,Product_A,144,29.99,1,0,5,1,1
2023-01-15,Product_A,173,29.99,1,0,6,1,1
2023-01-16,Product_A,145,29.99,0,0,0,1,1
2023-01-17,Product_A,200,29.99,0,0,1,1,1
2023-01-18,Product_A,118,29.99,0,0,2,1,1
2023-01-19,Product_A,114,29.99,0,1,3,1,1
2023-01-20,Product_A,96,29.99,0,0,4,1,1
2023-01-21,Product_A,120,29.99,1,0,5,1,1
2023-01-22,Product_A,158,29.99,1,0,6,1,1
2023-01-23,Product_A,153,29.99,0,0,0,1,1
2023-01-24,Product_A,153,29.99,0,1,1,1,1
2023-01-25,Product_A,121,29.99,0,0,2,1,1
2023-01-26,Product_A,122,29.99,0,1,3,1,1
2023-01-27,Product_A,95,29.99,0,0,4,1,1
2023-01-28,Product_A,164,29.99,1,0,5,1,1
2023-01-29,Product_A,176,29.99,1,0,6,1,1
2023-01-30,Product_A,221,29.99,0,0,0,1,1
2023-01-31,Product_A,194,29.99,0,0,1,1,1
2023-02-01,Product_A,121,29.99,0,0,2,2,1
2023-02-02,Product_A,102,29.99,0,0,3,2,1
2023-02-03,Product_A,117,29.99,0,0,4,2,1
2023-02-04,Product_A,150,29.99,1,0,5,2,1
2023-02-05,Product_A,165,29.99,1,0,6,2,1
2023-02-06,Product_A,153,29.99,0,0,0,2,1
2023-02-07,Product_A,147,29.99,0,0,1,2,1
2023-02-08,Product_A,110,29.99,0,0,2,2,1
2023-02-09,Product_A,100,29.99,0,0,3,2,1
2023-02-10,Product_A,139,29.99,0,1,4,2,1
2023-02-11,Product_A,147,29.99,1,0,5,2,1
2023-02-12,Product_A,157,29.99,1,0,6,2,1
2023-02-13,Product_A,147,29.99,0,1,0,2,1
2023-02-14,Product_A,129,29.99,0,0,1,2,1
2023-02-15,Product_A,134,29.99,0,0,2,2,1
2023-02-16,Product_A,97,29.99,0,0,3,2,1
2023-02-17,Product_A,114,29.99,0,0,4,2,1
2023-02-18,Product_A,135,29.99,1,0,5,2,1
2023-02-19,Product_A,169,29.99,1,0,6,2,1
2023-02-20,Product_A,165,29.99,0,0,0,2,1
2023-02-21,Product_A,145,29.99,0,0,1,2,1
2023-02-22,Product_A,131,29.99,0,0,2,2,1
2023-02-23,Product_A,115,29.99,0,0,3,2,1
2023-02-24,Product_A,92,29.99,0,0,4,2,1
2023-02-25,Product_A,140,29.99,1,0,5,2,1
2023-02-26,Product_A,188,29.99,1,0,6,2,1
2023-02-27,Product_A,163,29.99,0,0,0,2,1
2023-02-28,Product_A,133,29.99,0,0,1,2,1
2023-03-01,Product_A,135,29.99,0,0,2,3,1
2023-03-02,Product_A,147,29.99,0,0,3,3,1
2023-03-03,Product_A,107,29.99,0,0,4,3,1
2023-03-04,Product_A,175,29.99,1,0,5,3,1
2023-03-05,Product_A,175,29.99,1,1,6,3,1
2023-03-06,Product_A,162,29.99,0,0,0,3,1
2023-03-07,Product_A,155,29.99,0,0,1,3,1
2023-03-08,Product_A,157,29.99,0,0,2,3,1
2023-03-09,Product_A,115,29.99,0,0,3,3,1
2023-03-10,Product_A,115,29.99,0,0,4,3,1
2023-03-11,Product_A,166,29.99,1,0,5,3,1
2023-03-12,Product_A,168,29.99,1,1,6,3,1
2023-03-13,Product_A,158,29.99,0,0,0,3,1
2023-03-14,Product_A,168,29.99,0,0,1,3,1
2023-03-15,Product_A,124,29.99,0,0,2,3,1
2023-03-16,Product_A,110,29.99,0,0,3,3,1
2023-03-17,Product_A,124,29.99,0,0,4,3,1
2023-03-18,Product_A,168,29.99,1,0,5,3,1
2023-03-19,Product_A,183,29.99,1,1,6,3,1
2023-03-20,Product_A,158,29.99,0,0,0,3,1
2023-03-21,Product_A,153,29.99,0,0,1,3,1
2023-03-22,Product_A,128,29.99,0,0,2,3,1
2023-03-23,Product_A,119,29.99,0,0,3,3,1
2023-03-24,Product_A,101,29.99,0,0,4,3,1
2023-03-25,Product_A,155,29.99,1,1,5,3,1
2023-03-26,Product_A,182,29.99,1,0,6,3,1
2023-03-27,Product_A,182,29.99,0,0,0,3,1
2023-03-28,Product_A,142,29.99,0,0,1,3,1
2023-03-29,Product_A,140,29.99,0,0,2,3,1
2023-03-30,Product_A,118,29.99,0,0,3,3,1
2023-03-31,Product_A,116,29.99,0,0,4,3,1
2023-04-01,Product_A,180,29.99,1,0,5,4,2
2023-04-02,Product_A,191,29.99,1,0,6,4,2
2023-04-03,Product_A,191,29.99,0,0,0,4,2
2023-04-04,Product_A,158,29.99,0,0,1,4,2
2023-04-05,Product_A,166,29.99,0,0,2,4,2
2023-04-06,Product_A,101,29.99,0,0,3,4,2
2023-04-07,Product_A,111,29.99,0,0,4,4,2
2023-04-08,Product_A,159,29.99,1,0,5,4,2
2023-04-09,Product_A,195,29.99,1,0,6,4,2
2023-04-10,Product_A,157,29.99,0,0,0,4,2
2023-04-11,Product_A,148,29.99,0,0,1,4,2
2023-04-12,Product_A,119,29.99,0,0,2,4,2
2023-04-13,Product_A,112,29.99,0,0,3,4,2
2023-04-14,Product_A,151,29.99,0,0,4,4,2
2023-04-15,Product_A,171,29.99,1,0,5,4,2
2023-04-16,Product_A,182,29.99,1,0,6,4,2
2023-04-17,Product_A,167,29.99,0,0,0,4,2
2023-04-18,Product_A,138,29.99,0,0,1,4,2
2023-04-19,Product_A,118,29.99,0,0,2,4,2
2023-04-20,Product_A,102,29.99,0,0,3,4,2
2023-04-21,Product_A,117,29.99,0,0,4,4,2
2023-04-22,Product_A,164,29.99,1,1,5,4,2
2023-04-23,Product_A,241,29.99,1,0,6,4,2
2023-04-24,Product_A,176,29.99,0,0,0,4,2
2023-04-25,Product_A,172,29.99,0,0,1,4,2
2023-04-26,Product_A,116,29.99,0,0,2,4,2
2023-04-27,Product_A,124,29.99,0,0,3,4,2
2023-04-28,Product_A,119,29.99,0,1,4,4,2
2023-04-29,Product_A,226,29.99,1,0,5,4,2
2023-04-30,Product_A,175,29.99,1,0,6,4,2
2023-05-01,Product_A,203,29.99,0,0,0,5,2
2023-05-02,Product_A,152,29.99,0,0,1,5,2
2023-05-03,Product_A,108,29.99,0,0,2,5,2
2023-05-04,Product_A,120,29.99,0,0,3,5,2
2023-05-05,Product_A,101,29.99,0,0,4,5,2
2023-05-06,Product_A,149,29.99,1,0,5,5,2
2023-05-07,Product_A,179,29.99,1,0,6,5,2
2023-05-08,Product_A,218,29.99,0,0,0,5,2
2023-05-09,Product_A,135,29.99,0,0,1,5,2
2023-05-10,Product_A,134,29.99,0,0,2,5,2
2023-05-11,Product_A,113,29.99,0,0,3,5,2
2023-05-12,Product_A,125,29.99,0,0,4,5,2
